date,request,Lended_Amount,Repaid_Amount,Locked_Amount
2022-03-23,367,639908.5400000003,204466.756,435441.7840000003
2022-03-24,347,626803.9699999997,192945.701,433858.26899999974
2022-03-25,293,535532.3500000002,154342.81200000003,381189.5380000002
2022-03-26,181,303163.63999999996,96223.76400000001,206939.87599999993
2022-03-27,128,220438.99999999997,55638.726,164800.27399999998
2022-03-28,343,626732.9299999996,195575.00299999997,431157.9269999996
2022-03-29,326,573403.3799999999,197715.44000000006,375687.9399999998
2022-03-30,362,640165.4000000003,209130.18100000004,431035.2190000002
2022-03-31,313,560154.8599999996,189606.11799999996,370548.7419999997
2022-04-01,289,520697.01999999996,156076.47900000002,364620.54099999997
2022-04-02,164,280872.8799999999,88665.18699999999,192207.6929999999
2022-04-03,118,220236.00999999983,27690.091000000004,192545.91899999982
2022-04-04,292,541977.1500000001,175694.27199999994,366282.8780000002
2022-04-05,308,493586.8700000004,186841.967,306744.9030000004
2022-04-06,260,448749.8600000003,120521.80400000002,328228.0560000003
2022-04-07,258,484818.8800000002,129114.67400000001,355704.2060000002
2022-04-08,282,515111.6300000003,175583.88900000002,339527.7410000003
2022-04-09,193,324737.13000000024,98089.48500000002,226647.64500000022
2022-04-10,142,254573.6,47478.704,207094.896
2022-04-11,310,572789.8500000003,139441.419,433348.43100000033
2022-04-12,291,529711.6599999997,156206.57,373505.0899999997
2022-04-13,324,620143.3699999999,203440.77,416702.59999999986
2022-04-14,333,575660.9499999996,189001.8260000001,386659.1239999995
2022-04-15,322,539139.3699999999,200909.69599999997,338229.6739999999
2022-04-16,179,243976.40000000005,88305.932,155670.46800000005
2022-04-17,120,233312.74,40593.371,192719.369
2022-04-18,418,784449.2600000004,243136.40000000008,541312.8600000003
2022-04-19,484,900867.2399999994,218664.732,682202.5079999994
2022-04-20,386,659794.2400000005,229836.61999999997,429957.62000000046
2022-04-21,371,655770.0099999997,219798.07200000004,435971.9379999996
2022-04-22,211,396984.11000000004,90202.65800000001,306781.45200000005
2022-04-23,151,240401.02000000008,84779.5,155621.52000000008
2022-04-24,58,126391.65999999997,5096.299,121295.36099999998
2022-04-25,210,395478.5,72937.22799999999,322541.272
2022-04-26,406,815302.8300000007,236801.04499999995,578501.7850000007
2022-04-27,401,750928.8499999999,227785.06400000007,523143.7859999998
2022-04-28,362,641888.3700000002,224985.24100000007,416903.1290000002
2022-04-29,386,735653.3599999998,263356.88600000006,472296.4739999997
2022-04-30,196,379376.5300000002,100888.125,278488.4050000002
2022-05-01,130,229992.74999999994,50502.763999999996,179489.98599999995
2022-05-02,176,283729.56000000006,69302.974,214426.58600000007
2022-05-03,402,712543.6299999994,228419.36000000004,484124.2699999994
2022-05-04,307,530267.9800000002,176367.30800000005,353900.67200000014
2022-05-05,370,684266.7599999997,190339.149,493927.6109999997
2022-05-06,176,275441.43999999994,53255.124,222186.31599999993
2022-05-07,155,222290.64000000004,53952.21000000001,168338.43000000005
2022-05-08,115,233726.44999999998,57095.194,176631.256
2022-05-09,350,670105.5799999994,167775.647,502329.9329999994
2022-05-10,388,718302.2299999994,234380.029,483922.2009999994
2022-05-11,335,666938.9000000001,190406.645,476532.2550000001
2022-05-12,360,660605.18,213784.55800000008,446820.622
2022-05-13,328,620611.45,166546.93899999995,454064.511
2022-05-14,193,359293.98,121962.113,237331.86699999997
2022-05-15,125,246261.74,38994.670000000006,207267.06999999998
2022-05-16,376,672532.1400000004,166804.105,505728.0350000004
2022-05-17,450,930116.5899999995,226943.873,703172.7169999995
2022-05-18,346,637594.0800000004,198212.93700000003,439381.1430000004
2022-05-19,374,687479.8099999999,271688.352,415791.4579999999
2022-05-20,355,640494.0700000008,184174.809,456319.26100000076
2022-05-21,213,365026.4500000001,101532.756,263493.69400000013
2022-05-22,149,278775.6000000001,52174.889,226600.7110000001
2022-05-23,422,765533.7699999994,256331.049,509202.72099999944
2022-05-24,194,356563.42,74793.433,281769.98699999996
2022-05-25,366,702094.4799999997,239281.90000000002,462812.5799999997
2022-05-26,347,592184.4799999996,232760.606,359423.8739999996
2022-05-27,325,612731.3799999999,172321.63,440409.7499999999
2022-05-28,194,352320.0499999998,89530.58400000002,262789.4659999998
2022-05-29,161,264775.57000000007,67487.576,197287.99400000006
2022-05-30,420,805714.8499999999,254476.70300000007,551238.1469999998
2022-05-31,418,797556.6499999996,254791.95299999995,542764.6969999996
2022-06-01,304,596429.5600000004,169536.887,426892.6730000004
2022-06-02,303,557575.7599999994,171601.04000000004,385974.7199999994
2022-06-03,324,551826.6500000001,137690.85199999998,414135.7980000002
2022-06-04,200,338514.7099999999,55133.182,283381.52799999993
2022-06-05,137,249196.35000000003,61216.259,187980.09100000004
2022-06-06,311,590300.9800000001,191949.615,398351.3650000001
2022-06-07,310,595414.0700000002,153929.00900000002,441485.06100000016
2022-06-08,316,691178.4599999993,188856.64199999996,502321.8179999993
2022-06-09,316,596470.08,214649.838,381820.24199999997
2022-06-10,299,569672.7500000002,193575.35599999997,376097.39400000026
2022-06-11,179,339408.4899999999,101283.442,238125.0479999999
2022-06-12,140,279852.9100000001,42660.228,237192.6820000001
2022-06-13,394,763086.7,246661.89600000004,516424.8039999999
2022-06-14,289,548583.1900000001,198442.94599999997,350140.24400000006
2022-06-15,311,593594.7799999996,192974.87300000005,400619.90699999954
2022-06-16,313,660059.7499999998,213528.17200000005,446531.57799999975
2022-06-17,337,670356.7900000002,190298.21200000003,480058.5780000001
2022-06-18,151,278440.6800000001,64417.08000000001,214023.6000000001
2022-06-19,149,269434.48,59151.46899999999,210283.011
2022-06-20,410,835869.4299999997,239244.70700000008,596624.7229999996
2022-06-21,332,673450.2300000011,238144.46500000005,435305.76500000106
2022-06-22,356,703313.79,172606.21300000005,530707.577
2022-06-23,310,601476.7400000002,193144.445,408332.2950000002
2022-06-24,303,541675.2300000002,178273.69300000006,363401.5370000001
2022-06-25,197,356096.6099999998,86694.90699999999,269401.7029999998
2022-06-26,145,310589.5499999999,44508.490000000005,266081.0599999999
2022-06-27,410,781887.8800000004,285484.43299999996,496403.4470000004
2022-06-28,365,726418.2399999991,198937.41399999996,527480.8259999991
2022-06-29,349,679293.5499999998,186344.52200000006,492949.02799999976
2022-06-30,343,636727.8499999999,182111.81299999997,454616.0369999999
2022-07-01,306,596849.7599999997,140316.46199999997,456533.2979999997
2022-07-02,157,285825.44000000006,69536.92199999999,216288.51800000007
2022-07-03,123,221425.65000000008,50652.16,170773.49000000008
2022-07-04,286,505126.4900000001,162579.09200000003,342547.39800000004
2022-07-05,328,659495.1300000002,172583.996,486911.1340000002
2022-07-06,303,613393.3300000002,210028.20799999998,403365.1220000002
2022-07-07,294,585434.5399999999,189530.61399999994,395903.926
2022-07-08,300,545965.9400000001,171176.941,374788.99900000007
2022-07-09,190,368050.6100000001,106946.34599999999,261104.2640000001
2022-07-10,138,253619.05000000005,38898.755999999994,214720.29400000005
2022-07-11,352,687642.79,211047.36899999998,476595.4210000001
2022-07-12,305,594000.8300000002,170856.79,423144.04000000015
2022-07-13,316,610539.3399999997,178795.16200000004,431744.1779999997
2022-07-14,281,507830.9800000002,177574.475,330256.50500000024
2022-07-15,273,541769.76,168160.746,373609.01399999997
2022-07-16,178,335031.18,79756.53399999999,255274.646
2022-07-17,111,208320.74000000008,32508.671,175812.06900000008
2022-07-18,352,632385.8699999995,186039.13900000005,446346.73099999945
2022-07-19,364,697283.0399999996,156058.21400000004,541224.8259999995
2022-07-20,369,786400.11,228442.409,557957.701
2022-07-21,349,690297.2399999995,149951.191,540346.0489999995
2022-07-22,318,628273.9699999997,179297.15700000004,448976.81299999973
2022-07-23,206,372514.83999999985,91825.65600000002,280689.18399999983
2022-07-24,107,208391.29000000004,32283.809999999994,176107.48000000004
2022-07-25,350,686901.9099999993,185689.1140000001,501212.7959999993
2022-07-26,352,669938.8899999998,144875.432,525063.4579999998
2022-07-27,374,756662.9200000009,275549.287,481113.63300000085
2022-07-28,321,645025.1099999998,221029.67899999997,423995.43099999975
2022-07-29,330,706116.2699999997,246414.01200000005,459702.2579999996
2022-07-30,202,387924.7699999999,109924.55500000002,278000.21499999985
2022-07-31,152,273440.82999999996,65334.528999999995,208106.30099999998
2022-08-01,333,663807.19,195454.99999999997,468352.18999999994
2022-08-02,315,625701.7399999995,167467.599,458234.14099999954
2022-08-03,293,619158.3800000002,217286.407,401871.97300000023
2022-08-04,278,560462.5599999995,107714.99700000002,452747.56299999944
2022-08-05,285,560524.9500000002,190267.363,370257.5870000002
2022-08-06,174,332218.21,94761.14700000001,237457.06300000002
2022-08-07,116,206623.26000000007,30437.693,176185.56700000007
2022-08-08,319,565475.4900000002,164464.872,401010.61800000025
2022-08-09,300,601226.5999999999,173178.174,428048.42599999986
2022-08-10,312,619262.3300000003,195813.17599999995,423449.15400000033
2022-08-11,294,571822.9000000005,158028.754,413794.14600000053
2022-08-12,297,567733.1399999997,171156.58300000004,396576.5569999996
2022-08-13,166,280244.3900000001,63536.096,216708.29400000008
2022-08-14,128,217379.38000000003,49697.791,167681.58900000004
2022-08-15,343,700524.4600000001,202109.518,498414.94200000004
2022-08-16,284,589652.2999999995,185376.399,404275.9009999995
2022-08-17,361,751696.3599999998,178989.512,572706.8479999998
2022-08-18,318,631290.86,180868.11600000004,450422.74399999995
2022-08-19,320,568296.0800000003,148958.966,419337.1140000003
2022-08-20,169,319377.81000000006,122173.545,197204.26500000007
2022-08-21,138,283509.9099999998,44295.94,239213.9699999998
2022-08-22,334,711627.0300000006,175813.80699999997,535813.2230000007
2022-08-23,328,629643.7899999993,154906.258,474737.5319999993
2022-08-24,320,599087.9499999996,158977.27300000004,440110.67699999956
2022-08-25,309,607168.9,131096.069,476072.831
2022-08-26,337,644670.1900000002,167501.113,477169.07700000016
2022-08-27,187,363346.3099999998,80863.016,282483.2939999998
2022-08-28,140,240319.5300000001,59373.39200000001,180946.1380000001
2022-08-29,366,675287.8400000004,185566.95300000004,489720.8870000004
2022-08-30,346,701400.4699999999,271584.105,429816.3649999999
2022-08-31,307,617364.9400000002,227523.06199999998,389841.8780000002
2022-09-01,290,594528.9000000003,200118.60700000008,394410.2930000002
2022-09-02,295,574026.6100000001,174632.23700000005,399394.373
2022-09-03,162,264609.17999999993,54682.069,209927.11099999992
2022-09-04,121,235912.35000000003,54555.683,181356.66700000004
2022-09-05,330,588612.4200000009,221777.4129999999,366835.0070000009
2022-09-06,197,381489,95052.52900000001,286436.471
2022-09-07,332,638657.7299999996,210909.803,427747.9269999996
2022-09-08,313,566072.5799999996,186882.89100000003,379189.68899999955
2022-09-09,290,590500.09,185533.842,404966.24799999996
2022-09-10,172,281667.35000000003,76903.203,204764.14700000006
2022-09-11,139,273733.81000000006,56456.12700000001,217277.68300000005
2022-09-12,310,591532.6699999992,164788.702,426743.96799999924
2022-09-13,283,561715.5900000001,184483.026,377232.5640000001
2022-09-14,335,628066.2500000005,186902.651,441163.59900000045
2022-09-15,280,588274.9500000003,169138.788,419136.1620000003
2022-09-16,291,532378.87,190205.62600000002,342173.24399999995
2022-09-17,153,302077.6599999999,60001.721000000005,242075.9389999999
2022-09-18,146,297436.04999999993,69965.285,227470.76499999993
2022-09-19,284,555006.39,171310.256,383696.134
2022-09-20,301,653830.2199999999,158378.571,495451.64899999986
2022-09-21,354,689222.0100000002,194845.547,494376.4630000002
2022-09-22,201,363594.91,67562.24799999998,296032.662
2022-09-23,336,627260.3499999994,165568.39000000004,461691.9599999994
2022-09-24,197,353542.56999999983,73108.52900000001,280434.04099999985
2022-09-25,151,313599.56999999983,49259.13200000001,264340.43799999985
2022-09-26,365,743358.0499999989,277018.83300000004,466339.21699999884
2022-09-27,393,737385.3800000002,220861.732,516523.6480000003
2022-09-28,273,511070.4,143141.076,367929.324
2022-09-29,299,582167.5900000001,141379.30299999999,440788.2870000001
2022-09-30,295,545205.6499999999,209494.80499999996,335710.845
2022-10-01,171,301672.7299999999,71990.85400000002,229681.8759999999
2022-10-02,104,176037.79999999996,40995.721,135042.07899999997
2022-10-03,302,592820.8900000005,161207.85200000004,431613.0380000004
2022-10-04,276,536205.5799999997,166787.10100000002,369418.4789999997
2022-10-05,323,630402.9699999997,131274.29900000003,499128.67099999974
2022-10-06,268,541965.9200000002,186134.52,355831.40000000014
2022-10-07,280,501672.6699999998,167638.38000000003,334034.2899999998
2022-10-08,161,280903.26999999996,74400.17,206503.09999999998
2022-10-09,117,218672.9700000001,58126.432,160546.5380000001
2022-10-10,329,621330.9700000001,211980.54799999995,409350.42200000014
2022-10-11,294,604290.4399999998,210341.33899999998,393949.10099999985
2022-10-12,334,628865.7599999997,197911.584,430954.1759999996
2022-10-13,313,620696.1600000005,189126.92500000002,431569.23500000045
2022-10-14,274,548119.3200000002,171938.546,376180.7740000002
2022-10-15,146,246698.1899999999,57063.461,189634.72899999988
2022-10-16,124,220049.59,60480.354999999996,159569.235
2022-10-17,326,666099.2499999998,198165.74700000006,467933.5029999997
2022-10-18,299,552566.4299999997,110804.499,441761.9309999997
2022-10-19,299,589795.6299999994,197600.74099999998,392194.88899999944
2022-10-20,319,604186.5300000003,166725.975,437460.5550000003
2022-10-21,272,529573.5199999998,188602.21899999998,340971.3009999998
2022-10-22,172,333540.9700000002,56359.108,277181.8620000002
2022-10-23,122,253929.54000000007,53146.99,200782.55000000008
2022-10-24,353,634036.9100000005,190992.295,443044.61500000046
2022-10-25,291,569047.1300000004,137881.939,431165.19100000034
2022-10-26,325,646098.48,184677.77900000004,461420.70099999994
2022-10-27,324,623009.9900000002,163173.38700000005,459836.6030000002
2022-10-28,357,714395.5500000007,241584.72,472810.8300000008
2022-10-29,163,268035.04000000004,73633.74200000003,194401.298
2022-10-30,112,201962.95999999996,48557.561,153405.39899999998
2022-10-31,368,675945.8699999993,167267.71099999992,508678.1589999994
2022-11-01,296,589007.2799999999,130030.87500000001,458976.4049999999
2022-11-02,379,819950.5599999996,177530.19699999996,642420.3629999997
2022-11-03,341,720294.8500000004,158886.078,561408.7720000005
2022-11-04,358,753328.5700000002,172958.682,580369.8880000002
2022-11-05,180,340413.6599999999,93706.97700000001,246706.6829999999
2022-11-06,138,260905.46999999988,62263.61699999999,198641.8529999999
2022-11-07,377,759846.8600000007,217294.10299999994,542552.7570000007
2022-11-08,314,643010.9500000003,184084.91400000005,458926.03600000025
2022-11-09,342,707101.2400000005,137602.985,569498.2550000005
2022-11-10,344,746420.8299999995,213692.11500000002,532728.7149999995
2022-11-11,355,723418.2600000002,200573.51600000003,522844.7440000002
2022-11-12,220,442863.02999999997,130327.37900000003,312535.65099999995
2022-11-13,135,256839.44999999995,75912.07,180927.37999999995
2022-11-14,322,635332.3799999999,176160.56900000002,459171.81099999987
2022-11-15,272,530894.6100000006,155280.02100000004,375614.5890000005
2022-11-16,323,656797.9700000002,162331.66300000003,494466.30700000015
2022-11-17,292,525608.4100000003,164764.28800000003,360844.1220000002
2022-11-18,292,546347.9900000001,151639.25400000002,394708.7360000001
2022-11-19,164,281125.4799999999,58820.12499999999,222305.35499999992
2022-11-20,133,275413.8299999999,37776.934,237636.8959999999
2022-11-21,370,724316.0300000003,160886.219,563429.8110000002
2022-11-22,350,663462.6399999999,136656.013,526806.6269999999
2022-11-23,353,662917.4600000002,219599.51000000004,443317.9500000002
2022-11-24,316,606286.7999999997,149114.238,457172.5619999997
2022-11-25,331,610996.6199999998,163427.79700000002,447568.82299999974
2022-11-26,143,248008.00000000003,56688.085999999996,191319.91400000005
2022-11-27,175,296751.98000000004,77656.475,219095.50500000003
2022-11-28,452,929561.7200000004,260344.513,669217.2070000004
2022-11-29,389,731743.4700000004,198754.738,532988.7320000004
2022-11-30,386,742288.2599999998,182351.74100000004,559936.5189999997
2022-12-01,322,597073.1600000001,142944.37300000005,454128.7870000001
