Date,Good,Bad,Good_rate,Bad_rate
2022-05-08,114,1,0.991304347826087,0.008695652173913044
2022-05-09,344,6,0.9828571428571429,0.017142857142857144
2022-05-10,375,13,0.9664948453608248,0.03350515463917526
2022-05-11,323,12,0.9641791044776119,0.03582089552238806
2022-05-12,348,12,0.9666666666666667,0.03333333333333333
2022-05-13,314,14,0.9573170731707317,0.042682926829268296
2022-05-14,182,11,0.9430051813471503,0.05699481865284974
2022-05-15,123,2,0.984,0.016
2022-05-16,361,15,0.9601063829787234,0.0398936170212766
2022-05-17,439,11,0.9755555555555555,0.024444444444444446
2022-05-18,332,14,0.9595375722543352,0.04046242774566474
2022-05-19,360,14,0.9625668449197861,0.0374331550802139
2022-05-20,350,5,0.9859154929577465,0.014084507042253521
2022-05-21,202,11,0.9483568075117371,0.051643192488262914
2022-05-22,144,5,0.9664429530201343,0.03355704697986577
2022-05-23,404,18,0.957345971563981,0.04265402843601896
2022-05-24,189,5,0.9742268041237113,0.02577319587628866
2022-05-25,350,16,0.9562841530054644,0.04371584699453552
2022-05-26,333,14,0.9596541786743515,0.040345821325648415
2022-05-27,309,16,0.9507692307692308,0.04923076923076923
2022-05-28,189,5,0.9742268041237113,0.02577319587628866
2022-05-29,160,1,0.9937888198757764,0.006211180124223602
2022-05-30,402,18,0.9571428571428572,0.04285714285714286
2022-05-31,404,14,0.9665071770334929,0.03349282296650718
2022-06-01,286,18,0.9407894736842105,0.05921052631578947
2022-06-02,293,10,0.966996699669967,0.033003300330033
2022-06-03,315,9,0.9722222222222222,0.027777777777777776
2022-06-04,198,2,0.99,0.01
2022-06-05,132,5,0.9635036496350365,0.0364963503649635
2022-06-06,294,17,0.9453376205787781,0.05466237942122187
2022-06-07,295,15,0.9516129032258065,0.04838709677419355
2022-06-08,307,9,0.9715189873417721,0.028481012658227847
2022-06-09,300,16,0.9493670886075949,0.05063291139240506
2022-06-10,282,17,0.9431438127090301,0.056856187290969896
2022-06-11,173,6,0.9664804469273743,0.0335195530726257
2022-06-12,137,3,0.9785714285714285,0.02142857142857143
2022-06-13,379,15,0.9619289340101523,0.03807106598984772
2022-06-14,276,13,0.9550173010380623,0.04498269896193772
2022-06-15,300,11,0.9646302250803859,0.03536977491961415
2022-06-16,304,9,0.9712460063897763,0.02875399361022364
2022-06-17,328,9,0.973293768545994,0.026706231454005934
2022-06-18,145,6,0.9602649006622517,0.039735099337748346
2022-06-19,147,2,0.9865771812080537,0.013422818791946308
2022-06-20,396,14,0.9658536585365853,0.03414634146341464
2022-06-21,314,18,0.9457831325301205,0.05421686746987952
2022-06-22,345,11,0.9691011235955056,0.03089887640449438
2022-06-23,296,14,0.9548387096774194,0.04516129032258064
2022-06-24,293,10,0.966996699669967,0.033003300330033
2022-06-25,191,6,0.9695431472081218,0.030456852791878174
2022-06-26,144,1,0.993103448275862,0.006896551724137931
2022-06-27,390,20,0.9512195121951219,0.04878048780487805
2022-06-28,355,10,0.9726027397260274,0.0273972602739726
2022-06-29,330,19,0.9455587392550143,0.054441260744985676
2022-06-30,332,11,0.967930029154519,0.03206997084548105
2022-07-01,294,12,0.9607843137254902,0.0392156862745098
2022-07-02,152,5,0.9681528662420382,0.03184713375796178
2022-07-03,119,4,0.967479674796748,0.032520325203252036
2022-07-04,275,11,0.9615384615384616,0.038461538461538464
2022-07-05,317,11,0.9664634146341463,0.03353658536585366
2022-07-06,290,13,0.9570957095709571,0.0429042904290429
2022-07-07,283,11,0.9625850340136054,0.03741496598639456
2022-07-08,287,13,0.9566666666666667,0.043333333333333335
2022-07-09,184,6,0.968421052631579,0.031578947368421054
2022-07-10,135,3,0.9782608695652174,0.021739130434782608
2022-07-11,336,16,0.9545454545454546,0.045454545454545456
2022-07-12,293,12,0.9606557377049181,0.03934426229508197
2022-07-13,302,14,0.9556962025316456,0.04430379746835443
2022-07-14,265,16,0.9430604982206405,0.05693950177935943
2022-07-15,259,14,0.9487179487179487,0.05128205128205128
2022-07-16,174,4,0.9775280898876404,0.02247191011235955
2022-07-17,107,4,0.963963963963964,0.036036036036036036
2022-07-18,336,16,0.9545454545454546,0.045454545454545456
2022-07-19,347,17,0.9532967032967034,0.046703296703296704
2022-07-20,360,9,0.975609756097561,0.024390243902439025
2022-07-21,332,17,0.9512893982808023,0.04871060171919771
2022-07-22,308,10,0.9685534591194969,0.031446540880503145
2022-07-23,203,3,0.9854368932038835,0.014563106796116505
2022-07-24,105,2,0.9813084112149533,0.018691588785046728
2022-07-25,340,10,0.9714285714285714,0.02857142857142857
2022-07-26,336,16,0.9545454545454546,0.045454545454545456
2022-07-27,356,18,0.9518716577540107,0.0481283422459893
2022-07-28,311,10,0.9688473520249221,0.03115264797507788
2022-07-29,323,7,0.9787878787878788,0.021212121212121213
2022-07-30,193,9,0.9554455445544554,0.04455445544554455
2022-07-31,147,5,0.9671052631578947,0.03289473684210526
2022-08-01,321,12,0.963963963963964,0.036036036036036036
2022-08-02,305,10,0.9682539682539683,0.031746031746031744
2022-08-03,281,12,0.9590443686006825,0.040955631399317405
2022-08-04,267,11,0.960431654676259,0.039568345323741004
2022-08-05,274,11,0.9614035087719298,0.03859649122807018
2022-08-06,162,12,0.9310344827586207,0.06896551724137931
2022-08-07,114,2,0.9827586206896551,0.017241379310344827
2022-08-08,304,15,0.9529780564263323,0.047021943573667714
2022-08-09,292,8,0.9733333333333334,0.02666666666666667
2022-08-10,298,14,0.9551282051282052,0.04487179487179487
2022-08-11,283,11,0.9625850340136054,0.03741496598639456
2022-08-12,287,10,0.9663299663299664,0.03367003367003367
2022-08-13,161,5,0.9698795180722891,0.030120481927710843
2022-08-14,123,5,0.9609375,0.0390625
2022-08-15,331,12,0.9650145772594753,0.03498542274052478
2022-08-16,273,11,0.9612676056338029,0.03873239436619718
2022-08-17,350,11,0.9695290858725761,0.030470914127423823
2022-08-18,306,12,0.9622641509433962,0.03773584905660377
2022-08-19,308,12,0.9625,0.0375
2022-08-20,162,7,0.9585798816568047,0.04142011834319527
2022-08-21,134,4,0.9710144927536232,0.028985507246376812
2022-08-22,320,14,0.9580838323353293,0.041916167664670656
2022-08-23,320,8,0.975609756097561,0.024390243902439025
2022-08-24,308,12,0.9625,0.0375
2022-08-25,298,11,0.9644012944983819,0.03559870550161812
2022-08-26,325,12,0.9643916913946587,0.03560830860534125
2022-08-27,183,4,0.9786096256684492,0.0213903743315508
2022-08-28,137,3,0.9785714285714285,0.02142857142857143
2022-08-29,350,16,0.9562841530054644,0.04371584699453552
2022-08-30,333,13,0.9624277456647399,0.03757225433526012
2022-08-31,295,12,0.9609120521172638,0.03908794788273615
2022-09-01,284,6,0.9793103448275862,0.020689655172413793
2022-09-02,281,14,0.9525423728813559,0.04745762711864407
2022-09-03,155,7,0.9567901234567902,0.043209876543209874
2022-09-04,116,5,0.9586776859504132,0.04132231404958678
2022-09-05,320,10,0.9696969696969697,0.030303030303030304
2022-09-06,191,6,0.9695431472081218,0.030456852791878174
2022-09-07,313,19,0.9427710843373494,0.0572289156626506
2022-09-08,302,11,0.9648562300319489,0.03514376996805112
2022-09-09,284,6,0.9793103448275862,0.020689655172413793
2022-09-10,167,5,0.9709302325581395,0.029069767441860465
2022-09-11,134,5,0.9640287769784173,0.03597122302158273
2022-09-12,298,12,0.9612903225806452,0.03870967741935484
2022-09-13,276,7,0.9752650176678446,0.024734982332155476
2022-09-14,327,8,0.9761194029850746,0.023880597014925373
2022-09-15,270,10,0.9642857142857143,0.03571428571428571
2022-09-16,281,10,0.9656357388316151,0.03436426116838488
2022-09-17,148,5,0.9673202614379085,0.032679738562091505
2022-09-18,144,2,0.9863013698630136,0.0136986301369863
2022-09-19,271,13,0.954225352112676,0.045774647887323945
2022-09-20,294,7,0.9767441860465116,0.023255813953488372
2022-09-21,346,8,0.9774011299435028,0.022598870056497175
2022-09-22,195,6,0.9701492537313433,0.029850746268656716
2022-09-23,324,12,0.9642857142857143,0.03571428571428571
2022-09-24,194,3,0.9847715736040609,0.015228426395939087
2022-09-25,148,3,0.9801324503311258,0.019867549668874173
2022-09-26,347,18,0.9506849315068493,0.049315068493150684
2022-09-27,375,18,0.9541984732824428,0.04580152671755725
2022-09-28,261,12,0.9560439560439561,0.04395604395604396
2022-09-29,288,11,0.9632107023411371,0.03678929765886288
2022-09-30,289,6,0.9796610169491525,0.020338983050847456
2022-10-01,168,3,0.9824561403508771,0.017543859649122806
2022-10-02,100,4,0.9615384615384616,0.038461538461538464
2022-10-03,294,8,0.9735099337748344,0.026490066225165563
2022-10-04,260,16,0.9420289855072463,0.057971014492753624
2022-10-05,309,14,0.9566563467492261,0.043343653250773995
2022-10-06,262,6,0.9776119402985075,0.022388059701492536
2022-10-07,270,10,0.9642857142857143,0.03571428571428571
2022-10-08,155,6,0.9627329192546584,0.037267080745341616
2022-10-09,116,1,0.9914529914529915,0.008547008547008548
2022-10-10,311,18,0.9452887537993921,0.0547112462006079
2022-10-11,290,4,0.9863945578231292,0.013605442176870748
2022-10-12,324,10,0.9700598802395209,0.029940119760479042
2022-10-13,296,17,0.9456869009584664,0.054313099041533544
2022-10-14,266,8,0.9708029197080292,0.029197080291970802
2022-10-15,141,5,0.9657534246575342,0.03424657534246575
2022-10-16,121,3,0.9758064516129032,0.024193548387096774
2022-10-17,316,10,0.9693251533742331,0.03067484662576687
2022-10-18,287,12,0.959866220735786,0.04013377926421405
2022-10-19,286,13,0.9565217391304348,0.043478260869565216
2022-10-20,305,14,0.9561128526645768,0.0438871473354232
2022-10-21,265,7,0.9742647058823529,0.025735294117647058
2022-10-22,162,10,0.9418604651162791,0.05813953488372093
2022-10-23,119,3,0.9754098360655737,0.02459016393442623
2022-10-24,336,17,0.9518413597733711,0.04815864022662889
2022-10-25,279,12,0.9587628865979382,0.041237113402061855
2022-10-26,320,5,0.9846153846153847,0.015384615384615385
2022-10-27,318,6,0.9814814814814815,0.018518518518518517
2022-10-28,340,17,0.9523809523809523,0.047619047619047616
2022-10-29,158,5,0.9693251533742331,0.03067484662576687
2022-10-30,111,1,0.9910714285714286,0.008928571428571428
2022-10-31,351,17,0.9538043478260869,0.04619565217391304
2022-11-01,290,6,0.9797297297297297,0.02027027027027027
2022-11-02,370,9,0.9762532981530343,0.023746701846965697
2022-11-03,329,12,0.9648093841642229,0.03519061583577713
2022-11-04,343,15,0.9581005586592178,0.04189944134078212
2022-11-05,179,1,0.9944444444444445,0.005555555555555556
2022-11-06,131,7,0.9492753623188406,0.050724637681159424
2022-11-07,364,13,0.9655172413793104,0.034482758620689655
2022-11-08,306,8,0.9745222929936306,0.025477707006369428
2022-11-09,334,8,0.9766081871345029,0.023391812865497075
2022-11-10,335,9,0.9738372093023255,0.02616279069767442
2022-11-11,348,7,0.9802816901408451,0.01971830985915493
2022-11-12,209,11,0.95,0.05
2022-11-13,134,1,0.9925925925925926,0.007407407407407408
2022-11-14,304,18,0.9440993788819876,0.055900621118012424
2022-11-15,260,12,0.9558823529411765,0.04411764705882353
2022-11-16,314,9,0.9721362229102167,0.02786377708978328
2022-11-17,280,12,0.958904109589041,0.0410958904109589
2022-11-18,282,10,0.9657534246575342,0.03424657534246575
2022-11-19,161,3,0.9817073170731707,0.018292682926829267
2022-11-20,130,3,0.9774436090225563,0.022556390977443608
2022-11-21,363,7,0.981081081081081,0.01891891891891892
2022-11-22,341,9,0.9742857142857143,0.025714285714285714
2022-11-23,343,10,0.9716713881019831,0.028328611898016998
2022-11-24,303,13,0.9588607594936709,0.04113924050632911
2022-11-25,319,12,0.9637462235649547,0.03625377643504532
2022-11-26,139,4,0.972027972027972,0.027972027972027972
2022-11-27,173,2,0.9885714285714285,0.011428571428571429
2022-11-28,445,7,0.9845132743362832,0.015486725663716814
2022-11-29,377,12,0.9691516709511568,0.030848329048843187
2022-11-30,378,8,0.9792746113989638,0.02072538860103627
2022-12-01,313,9,0.9720496894409938,0.027950310559006212
